orig_result,0_area,0_result,0_score,1_area,1_result,1_score,2_area,2_result,2_score,3_area,3_result,3_score,4_area,4_result,4_score,5_area,5_result,5_score,6_area,6_result,6_score,7_area,7_result,7_score,8_area,8_result,8_score,9_area,9_result,9_score
0.0,-6,0,6173,0,0,3416,-5,0,2801,1,0,44,-2,0,1239,1,1,987,-2,0,-178,1,1,987,0,0,0,0,0,0
1.0,41,1,83233,48,1,91845,47,1,79382,50,1,89204,49,1,77576,54,1,97210,53,1,86796,56,1,94100,0,0,0,0,0,0
0.0,-19,0,38192,-18,0,26775,-16,0,27088,-13,0,18772,-16,0,21728,-13,0,14746,-21,0,18775,-18,0,14498,0,0,0,0,0,0
0.0,-40,0,20482,-34,0,13505,-35,0,15764,-35,0,12383,-34,0,13837,-33,0,10675,-33,0,12327,-32,0,10361,0,0,0,0,0,0
0.0,-7,0,1735,-6,0,785,-7,0,2301,-8,0,785,-9,0,2301,-5,0,1202,-6,0,2718,-9,0,1571,0,0,0,0,0,0
0.0,-28,0,36031,-20,0,27755,-20,0,30099,-19,0,21535,-19,0,23025,-18,0,17964,-18,0,18888,-17,0,14682,0,0,0,0,0,0
1.0,64,1,108634,68,1,120392,63,1,105589,67,1,115690,64,1,102312,67,1,120322,57,1,107196,67,1,124076,0,0,0,0,0,0
1.0,-14,1,7468,-11,1,10859,-12,1,6436,-9,1,8571,-12,1,4930,-9,1,7065,-10,1,3527,-7,1,6070,0,0,0,0,0,0
1.0,-4,1,8401,-4,1,12023,-11,1,9164,0,1,12962,-7,1,10281,11,1,14665,4,1,11806,11,1,15406,0,0,0,0,0,0
1.0,6,1,3549,6,1,5417,5,1,4357,9,1,5586,11,1,4991,11,1,6468,11,1,5586,18,1,7495,0,0,0,0,0,0
0.0,-4,0,10525,-4,0,9641,-4,0,10525,-1,0,8335,-1,0,9031,-1,0,7449,-1,0,8147,5,0,5628,0,0,0,0,0,0
1.0,-2,1,5465,-2,1,6424,-2,1,6424,-2,1,7326,-2,1,7326,-2,1,8121,-2,1,8121,0,1,8155,0,0,0,0,0,0
0.0,-3,0,1000,-2,1,1810,-2,0,3101,-1,1,3534,-2,0,1146,-3,1,4595,-1,1,2652,-2,1,6521,0,0,0,0,0,0
0.0,-38,0,37739,-30,0,34945,-30,0,35812,-26,0,23869,-26,0,24531,-28,0,22790,-28,0,23419,-26,0,22024,0,0,0,0,0,0
1.0,3,1,15343,6,1,23071,1,1,19392,6,1,24085,3,1,21696,6,1,24440,3,1,21989,6,1,25454,0,0,0,0,0,0
0.0,-30,0,24812,-27,0,19821,-30,0,26642,-22,0,15609,-29,0,20294,-21,0,14497,-23,0,17439,-23,0,15506,0,0,0,0,0,0
0.0,-11,0,25645,-8,0,18335,-9,0,20909,-8,0,15084,-9,0,20531,-8,0,14372,-8,0,20239,-12,0,15556,0,0,0,0,0,0
0.0,0,0,10550,1,0,6657,-2,0,8748,-1,0,3812,-2,0,6940,3,0,3008,0,0,5533,0,0,2262,0,0,0,0,0,0
0.0,-14,1,7398,-10,1,9091,-14,1,6277,-16,1,7240,-14,1,4508,-17,1,8931,-14,1,3329,-19,1,8931,0,0,0,0,0,0
0.0,-37,0,33681,-36,0,29000,-41,0,39577,-38,0,31558,-43,0,42532,-40,0,35622,-43,0,45205,-38,0,40483,0,0,0,0,0,0
1.0,29,1,34510,26,1,38525,19,1,30605,26,1,38525,18,1,32861,29,1,42360,21,1,35826,29,1,43305,0,0,0,0,0,0
1.0,-7,1,4847,-4,1,8039,-7,1,4252,-4,1,8793,-5,1,7316,-4,1,8441,-5,1,6964,-7,1,7208,0,0,0,0,0,0
1.0,11,1,34515,11,1,38006,10,1,31953,11,1,40587,10,1,34534,16,1,40587,12,1,36835,22,1,47837,0,0,0,0,0,0
1.0,3,1,11794,8,1,16457,5,1,13949,8,1,16457,1,1,14081,8,1,16457,4,1,15286,11,1,17410,0,0,0,0,0,0
1.0,28,1,36213,28,1,38350,22,1,30673,28,1,38372,27,1,32790,23,1,34569,21,1,30903,29,1,40596,0,0,0,0,0,0
1.0,9,1,6652,29,1,20099,28,1,15685,35,1,28197,26,1,23250,32,1,32190,23,1,27483,29,1,41699,0,0,0,0,0,0
1.0,25,1,16538,25,1,18639,24,1,14256,24,1,15404,14,1,12170,17,1,15237,16,1,12232,16,1,14017,0,0,0,0,0,0
0.0,-17,0,3338,-14,0,1749,-17,0,3880,0,0,2280,-17,0,4436,-17,0,3562,-17,0,4566,-17,0,3562,0,0,0,0,0,0
1.0,25,1,55887,25,1,58416,24,1,48489,27,1,60055,30,1,51884,31,1,61622,30,1,54272,37,1,69666,0,0,0,0,0,0
0.0,-20,0,28519,-19,0,21090,-20,0,22243,-19,0,14377,-20,0,15362,-17,0,10341,-20,0,12364,-17,0,8439,0,0,0,0,0,0
1.0,17,1,36451,17,1,39919,16,1,30221,19,1,40016,18,1,30360,21,1,40016,15,1,32985,21,1,40016,0,0,0,0,0,0
1.0,4,1,11755,4,1,13197,4,1,11883,13,1,15922,12,1,13489,19,1,22472,12,1,18396,28,1,30035,0,0,0,0,0,0
1.0,25,1,28746,31,1,35453,28,1,28575,31,1,37621,27,1,30543,31,1,38796,24,1,32503,35,1,42664,0,0,0,0,0,0
1.0,18,1,15870,18,1,17433,11,1,15094,18,1,17433,13,1,15315,18,1,17433,18,1,15383,17,1,17446,0,0,0,0,0,0
1.0,56,1,83963,62,1,95466,39,1,79181,42,1,83581,41,1,73874,46,1,78830,45,1,71306,46,1,86581,0,0,0,0,0,0
1.0,-7,1,6903,-7,1,8125,-7,1,6903,-7,1,9128,-7,1,7956,-6,1,8888,-6,1,7956,38,1,64371,0,0,0,0,0,0
1.0,31,1,46444,34,1,56006,33,1,50206,39,1,62992,38,1,55775,46,1,75275,43,1,65579,46,1,77060,0,0,0,0,0,0
1.0,3,1,4159,3,1,5950,2,1,4794,3,1,6504,2,1,5465,3,1,5950,0,1,4911,4,1,7259,0,0,0,0,0,0
0.0,-15,0,17390,-10,0,14691,-10,0,15943,-10,0,10573,-8,0,12190,-5,0,7709,-8,0,10520,-5,0,6811,0,0,0,0,0,0
0.0,-2,0,3500,1,0,497,0,0,4020,4,0,9,-3,0,3343,4,0,-141,1,0,1639,4,0,-141,0,0,0,0,0,0
1.0,-1,1,7232,4,1,10872,3,1,7368,10,1,13445,4,1,10001,10,1,14269,10,1,12574,11,1,14693,0,0,0,0,0,0
0.0,-19,0,36769,-12,0,29658,-12,0,31112,-11,0,23439,-11,0,25021,-6,0,20936,-10,0,21937,-6,0,19323,0,0,0,0,0,0
0.0,-4,0,10805,-3,0,5504,-3,0,6748,0,0,1436,-3,0,3870,8,1,2107,3,0,2938,7,1,2217,0,0,0,0,0,0
0.0,-12,1,-293,-2,1,8143,-10,1,4957,-2,1,9459,-8,1,7727,-2,1,9459,-2,1,8320,-2,1,11598,0,0,0,0,0,0
1.0,10,1,39483,24,1,43560,13,1,35450,24,1,46872,13,1,38762,24,1,46872,16,1,41011,24,1,47735,0,0,0,0,0,0
0.0,-33,0,24272,-32,0,23310,-32,0,26693,-31,0,25858,-31,0,25948,-32,0,25092,-33,0,25092,-32,0,24920,0,0,0,0,0,0
1.0,10,1,30313,10,1,33200,3,1,25925,12,1,35582,5,1,28307,12,1,35582,7,1,28877,12,1,37778,0,0,0,0,0,0
1.0,11,1,22011,24,1,25707,17,1,21047,24,1,26498,21,1,22457,24,1,26498,19,1,23129,27,1,28001,0,0,0,0,0,0
1.0,-8,1,1034,-7,1,1749,-8,1,949,-8,1,2459,-9,1,1668,1,1,2459,-5,1,1668,1,1,3302,0,0,0,0,0,0
1.0,-3,1,5493,8,1,21590,2,1,17503,8,1,24852,2,1,19520,9,1,25229,7,1,21545,8,1,28983,0,0,0,0,0,0
0.0,-42,0,66387,-33,0,53894,-33,0,58173,-32,0,45642,-32,0,50984,-32,0,41784,-31,0,43931,-31,0,37145,0,0,0,0,0,0
1.0,21,1,37771,24,1,55358,23,1,47268,27,1,52958,26,1,45863,30,1,55511,30,1,52062,34,1,63758,0,0,0,0,0,0
1.0,13,1,8638,13,1,9758,12,1,7678,16,1,10541,16,1,9236,74,1,116343,48,1,98495,74,1,119676,0,0,0,0,0,0
1.0,19,1,8839,24,1,13952,15,1,11008,24,1,13952,17,1,11907,21,1,15923,21,1,12959,24,1,17848,0,0,0,0,0,0
0.0,-62,0,81930,-36,0,64562,-36,0,67771,-36,0,50867,-36,0,54076,-35,0,43334,-37,0,46281,-36,0,37835,0,0,0,0,0,0
0.0,-2,0,567,3,1,-468,2,1,-2335,0,1,2918,0,1,2051,3,1,3391,3,1,2896,4,1,4700,0,0,0,0,0,0
1.0,24,1,35810,24,1,38858,23,1,30710,28,1,47137,27,1,35857,28,1,50889,29,1,40226,30,1,52111,0,0,0,0,0,0
1.0,14,1,29691,17,1,37445,11,1,30780,17,1,37445,16,1,31532,19,1,38362,13,1,32870,22,1,45669,0,0,0,0,0,0
0.0,-44,0,67312,-40,0,53196,-40,0,56071,-39,0,44732,-37,0,48142,-36,0,38712,-39,0,48700,-36,0,39581,0,0,0,0,0,0
0.0,-32,0,30764,-31,0,25418,-31,0,27250,-28,0,22040,-33,0,27250,-30,0,19654,-31,0,24469,-30,0,19418,0,0,0,0,0,0
0.0,-27,0,26905,-21,0,22470,-27,0,26905,-23,0,22470,-9,0,24203,-8,0,19635,-9,0,20239,-9,0,20239,0,0,0,0,0,0
1.0,14,1,19830,15,1,21989,12,1,20773,15,1,22229,15,1,22229,18,1,23445,18,1,23445,18,1,24294,0,0,0,0,0,0
0.0,-26,0,12203,-23,0,6971,-23,0,8415,-20,0,4037,-23,0,7896,-22,0,6242,-23,0,7068,-23,0,6023,0,0,0,0,0,0
1.0,11,1,8645,11,1,9704,12,1,9560,0,1,11284,0,1,11284,18,1,13011,0,1,12253,18,1,13837,0,0,0,0,0,0
1.0,7,1,880,11,1,2835,10,1,1474,10,1,2341,9,1,1331,12,1,2341,11,1,1424,22,1,4452,0,0,0,0,0,0
1.0,14,1,8990,14,1,11964,13,1,10487,13,1,13449,16,1,12857,26,1,17351,23,1,15480,26,1,19531,0,0,0,0,0,0
1.0,13,1,32607,18,1,40233,14,1,32414,18,1,41283,7,1,34045,18,1,43226,14,1,35407,18,1,46172,0,0,0,0,0,0
0.0,0,0,-332,0,1,-1840,-8,0,-642,-3,1,-261,-7,0,-1782,-1,1,-72,-4,1,-1867,5,1,1555,0,0,0,0,0,0
0.0,-14,1,2475,-6,1,6981,-10,1,4636,-7,1,5806,-7,1,4902,0,1,6614,-7,1,5732,0,1,8797,0,0,0,0,0,0
0.0,-37,0,41345,-36,0,28401,-37,0,30449,-36,0,22060,-37,0,23187,-35,0,18580,-35,0,19889,-35,0,17555,0,0,0,0,0,0
0.0,9,1,3539,14,1,5433,3,1,4404,3,1,5274,7,1,3603,1,1,4598,9,1,3682,5,1,5999,0,0,0,0,0,0
0.0,-40,0,45715,-39,0,36913,-39,0,38798,-34,0,31718,-34,0,33184,-33,0,28108,-33,0,29900,-32,0,25615,0,0,0,0,0,0
0.0,4,1,4110,7,1,6419,6,1,4183,9,1,7444,4,1,5212,7,1,7485,2,1,5637,3,1,7801,0,0,0,0,0,0
1.0,2,1,16824,13,1,21683,10,1,15233,13,1,21683,9,1,17426,13,1,22789,4,1,18611,10,1,25370,0,0,0,0,0,0
1.0,18,1,9298,21,1,10357,20,1,9439,71,1,94482,47,1,78628,70,1,97821,46,1,82130,74,1,103790,0,0,0,0,0,0
1.0,-1,1,10219,4,1,13609,1,1,9299,4,1,13609,7,1,10733,12,1,16227,4,1,13609,12,1,17104,0,0,0,0,0,0
0.0,-4,0,6231,-3,0,5528,-4,0,7109,-5,0,6231,-3,0,7969,-5,0,7794,-7,0,7969,-7,0,7969,0,0,0,0,0,0
0.0,-20,0,3179,-14,0,1259,-21,0,2654,-16,0,892,-20,0,1973,-17,0,1573,-21,0,1973,-21,0,1973,0,0,0,0,0,0
1.0,5,1,24677,5,1,26894,4,1,23510,5,1,27706,4,1,24293,7,1,27706,6,1,24423,14,1,35147,0,0,0,0,0,0
1.0,24,1,48275,27,1,54442,28,1,45061,31,1,56142,28,1,50470,33,1,58471,33,1,56097,35,1,65001,0,0,0,0,0,0
0.0,-24,0,19213,-23,0,16846,-24,0,17495,-23,0,14636,-25,0,15568,-24,0,13379,-23,0,14723,-24,0,13379,0,0,0,0,0,0
0.0,-5,1,9272,-5,1,11334,-5,1,10443,18,1,31332,6,1,27335,18,1,32182,6,1,28185,18,1,32182,0,0,0,0,0,0
1.0,16,1,24447,16,1,28362,4,1,24067,16,1,28362,9,1,24538,9,1,25709,6,1,23356,9,1,25709,0,0,0,0,0,0
1.0,39,1,40353,46,1,54054,42,1,44433,43,1,53784,38,1,46898,45,1,58447,41,1,50023,46,1,60524,0,0,0,0,0,0
0.0,-14,0,20413,-8,0,14063,-11,0,15427,-9,0,8502,-8,0,9821,-7,0,6458,-7,0,7537,-6,0,5279,0,0,0,0,0,0
1.0,-3,1,9149,8,1,13137,1,1,10138,1,1,12070,-2,1,10045,1,1,12070,0,1,10045,3,1,11165,0,0,0,0,0,0
0.0,-38,0,60187,-25,0,46695,-26,0,48419,-25,0,37032,-25,0,39180,-23,0,28021,-28,0,29610,-24,0,22532,0,0,0,0,0,0
1.0,14,1,20142,18,1,22655,11,1,18042,18,1,22655,7,1,19294,18,1,24100,8,1,21038,14,1,22290,0,0,0,0,0,0
1.0,1,1,5987,14,1,22329,7,1,17364,14,1,24268,7,1,19369,17,1,23507,16,1,18647,21,1,29157,0,0,0,0,0,0
1.0,4,1,4346,8,1,5594,8,1,5594,24,1,27716,15,1,21605,24,1,34214,15,1,26949,24,1,37453,0,0,0,0,0,0
0.0,-25,0,13124,-25,0,12260,-26,0,14022,-23,0,11820,-20,0,11993,-21,0,10904,-21,0,11015,-21,0,10151,0,0,0,0,0,0
0.0,-25,0,16834,-24,0,14547,-28,0,16278,-20,0,13223,-8,0,14442,-12,0,11840,-23,0,13176,-9,0,10701,0,0,0,0,0,0
1.0,29,1,24916,32,1,31139,20,1,23565,29,1,27608,24,1,22230,32,1,33831,29,1,26257,32,1,33831,0,0,0,0,0,0
1.0,-6,1,5567,-5,1,6746,-5,1,5914,14,1,27999,4,1,21576,14,1,26919,6,1,21752,14,1,27967,0,0,0,0,0,0
0.0,7,0,412,8,1,2656,-1,0,2216,0,1,2212,-2,0,2915,-2,1,1342,-4,0,2851,0,1,4350,0,0,0,0,0,0
1.0,-1,1,5721,-1,1,8459,-2,1,4564,-2,1,6291,-3,1,3922,-3,1,6120,-3,1,5701,-2,1,12201,0,0,0,0,0,0
1.0,25,1,33171,26,1,38797,25,1,31642,20,1,35400,25,1,29596,25,1,32829,19,1,27789,32,1,54590,0,0,0,0,0,0
1.0,-1,1,15455,2,1,23939,-6,1,18957,5,1,20780,4,1,17183,13,1,26561,8,1,22121,13,1,26953,0,0,0,0,0,0
0.0,-36,0,51012,-20,0,38375,-17,0,40682,-16,0,31047,-16,0,33156,-12,0,25007,-13,0,25991,-15,0,19709,0,0,0,0,0,0
0.0,-32,0,30926,-25,0,24239,-29,0,25491,-23,0,17202,-26,0,20582,-18,0,15317,-21,0,18436,-18,0,12493,0,0,0,0,0,0
0.0,-34,0,38730,-21,0,26307,-29,0,27825,-17,0,16390,-19,0,17431,-15,0,11342,-17,0,12195,-16,0,6908,0,0,0,0,0,0
0.0,-14,0,1525,-11,0,471,-10,0,692,-5,0,-1599,-8,0,198,-5,1,184,-8,0,-856,-8,1,359,0,0,0,0,0,0
1.0,-18,0,2040,-12,1,6600,-12,1,4423,13,1,38675,0,1,31806,18,1,46485,2,1,36680,18,1,50321,0,0,0,0,0,0
0.0,-23,0,30910,-17,0,26531,-17,0,28145,-16,0,23309,-16,0,25619,-15,0,21897,-15,0,24317,-11,0,22226,0,0,0,0,0,0
0.0,-6,0,5897,-6,0,4066,-6,0,5138,-2,0,3477,-5,0,4503,-6,0,1906,-3,0,2728,-5,1,4167,0,0,0,0,0,0
1.0,34,1,34290,34,1,37477,21,1,32634,34,1,37388,28,1,32501,23,1,36447,22,1,33084,24,1,38824,0,0,0,0,0,0
0.0,-18,0,29884,-13,0,21476,-13,0,26035,-10,0,16653,-15,0,23488,-12,0,19900,-12,0,22959,-11,0,20656,0,0,0,0,0,0
1.0,7,1,10647,10,1,15464,7,1,12428,10,1,16392,7,1,15322,14,1,19256,11,1,17371,15,1,20453,0,0,0,0,0,0
0.0,-10,0,9280,-9,0,8334,-12,0,9270,-13,0,8109,-9,0,8793,-9,0,7737,-9,0,7737,-12,0,6711,0,0,0,0,0,0
1.0,25,1,37599,25,1,39441,23,1,37434,23,1,38666,23,1,37888,17,1,39057,16,1,38910,17,1,40196,0,0,0,0,0,0
1.0,-4,1,4409,-1,1,6307,1,1,4903,4,1,6801,4,1,4987,9,1,6180,6,1,5224,9,1,7122,0,0,0,0,0,0
1.0,30,1,27723,33,1,39235,22,1,30703,33,1,39816,30,1,31701,33,1,42036,24,1,35622,33,1,43326,0,0,0,0,0,0
1.0,-12,1,7487,-9,1,10652,-10,1,8506,-9,1,10873,-10,1,9623,6,1,11218,-2,1,10873,-2,1,11827,0,0,0,0,0,0
0.0,-18,0,20763,-11,0,14745,-29,0,12397,-29,0,9350,-29,0,11274,-21,0,9154,-23,0,10122,-22,0,8164,0,0,0,0,0,0
1.0,16,1,47814,16,1,49657,9,1,43219,16,1,51477,11,1,44646,16,1,51477,16,1,48331,19,1,53257,0,0,0,0,0,0
1.0,-3,1,5975,-3,1,7126,-3,1,5874,8,1,9899,4,1,7866,8,1,9899,2,1,8732,13,1,10410,0,0,0,0,0,0
1.0,28,1,51346,28,1,56020,27,1,47432,31,1,49523,27,1,43608,32,1,62664,29,1,52196,43,1,68763,0,0,0,0,0,0
1.0,-4,1,4506,-3,1,5508,-6,1,4631,10,1,10831,2,1,8714,11,1,11833,3,1,9716,11,1,12918,0,0,0,0,0,0
1.0,29,1,39646,29,1,42103,23,1,35443,29,1,44383,25,1,38795,29,1,46474,25,1,42102,29,1,48299,0,0,0,0,0,0
1.0,38,1,36170,38,1,41245,35,1,33821,38,1,44549,31,1,37963,42,1,46766,33,1,39291,42,1,48878,0,0,0,0,0,0
0.0,-40,0,40327,-36,0,31056,-36,0,34201,-31,0,26532,-35,0,29282,-30,0,23825,-31,0,25861,-26,0,21820,0,0,0,0,0,0
1.0,-17,1,3823,-16,1,5474,-17,1,3544,-17,1,4883,-18,1,3288,-4,1,14491,-11,1,10073,0,1,19924,0,0,0,0,0,0
1.0,7,1,28738,8,1,31794,3,1,25080,12,1,35322,7,1,26946,13,1,41877,12,1,32676,13,1,44014,0,0,0,0,0,0
1.0,9,1,5366,12,1,9294,8,1,9242,5,1,11635,5,1,11635,8,1,13427,8,1,13427,9,1,15299,0,0,0,0,0,0
1.0,21,1,16474,21,1,21929,9,1,17200,18,1,20724,6,1,16469,43,1,45681,31,1,36907,43,1,45681,0,0,0,0,0,0
0.0,-31,0,11731,-19,0,8134,-19,0,9972,-18,0,6296,-21,0,8253,-20,0,5183,-27,0,7186,-24,0,4552,0,0,0,0,0,0
0.0,-40,0,50148,-35,0,39026,-35,0,42115,-34,0,32438,-29,0,35696,-24,0,26961,-30,0,29570,-27,0,20901,0,0,0,0,0,0
1.0,-1,1,14653,-4,1,15713,-9,1,13785,-4,1,16569,-4,1,15093,-2,1,16569,-2,1,15341,3,1,17576,0,0,0,0,0,0
1.0,29,1,34091,29,1,37595,23,1,31984,29,1,38419,23,1,34056,31,1,39944,25,1,35288,31,1,40768,0,0,0,0,0,0
0.0,-29,0,40918,-25,0,30288,-22,0,32473,-19,0,23808,-18,0,26739,-17,0,21389,-17,0,23026,-16,0,17977,0,0,0,0,0,0
0.0,-10,0,6985,-9,0,5491,-10,0,3146,-10,0,1513,-11,0,2534,-7,0,753,-9,0,1635,-7,1,1084,0,0,0,0,0,0
0.0,-60,0,66368,-42,0,50530,-43,0,53902,-42,0,41146,-43,0,44502,-42,0,34489,-43,0,36754,-42,0,27801,0,0,0,0,0,0
0.0,-24,0,4414,-24,0,3537,-24,0,3714,-22,0,3647,-13,0,3939,-11,0,2628,-11,0,3939,-6,0,2962,0,0,0,0,0,0
1.0,17,1,32992,17,1,35727,14,1,26667,17,1,37680,16,1,30133,27,1,59871,22,1,48049,27,1,60751,0,0,0,0,0,0
0.0,-6,0,1438,-5,2,-1370,-6,0,4552,-5,0,134,-6,0,1944,-4,0,953,-4,0,2348,-4,0,1628,0,0,0,0,0,0
0.0,-25,0,14217,-24,0,10546,-22,0,12252,-20,0,9489,-20,0,9489,-18,0,7155,-18,0,7155,-8,0,4322,0,0,0,0,0,0
1.0,32,1,48814,35,1,57525,26,1,49193,35,1,58405,28,1,50217,31,1,54888,30,1,47461,30,1,51442,0,0,0,0,0,0
0.0,-11,0,7679,-10,0,6615,-13,0,8682,-13,0,5589,-13,0,6768,-9,0,4812,-10,0,5700,-9,0,4980,0,0,0,0,0,0
1.0,13,1,30041,17,1,34169,16,1,26908,17,1,28137,15,1,21870,17,1,26337,16,1,22211,25,1,33728,0,0,0,0,0,0
0.0,-9,0,8793,-4,0,2726,-4,0,6033,-3,0,3118,-3,0,4080,-2,0,2164,-5,0,3317,-4,0,1508,0,0,0,0,0,0
0.0,-7,0,13720,-3,0,8399,0,0,9402,1,0,3448,-2,0,6878,1,0,3075,-4,0,5982,-1,0,1367,0,0,0,0,0,0
0.0,-10,0,1943,-10,0,1943,-8,0,2490,-6,0,879,-3,0,1771,0,0,879,-11,0,1635,0,0,879,0,0,0,0,0,0
0.0,-4,0,6675,0,0,3098,-3,0,4890,2,0,2831,-3,0,4890,-4,0,2265,-5,0,4428,-4,0,2265,0,0,0,0,0,0
1.0,-1,1,7737,6,1,10486,5,1,7846,6,1,10486,6,1,7927,8,1,10385,8,1,8845,8,1,10252,0,0,0,0,0,0
1.0,11,1,29127,11,1,33439,8,1,28568,20,1,40351,17,1,33356,20,1,41337,17,1,35543,20,1,43223,0,0,0,0,0,0
0.0,-15,0,32533,-14,0,24501,-14,0,23646,-13,0,17415,-13,0,18181,-12,0,14764,-16,0,18181,-12,0,14860,0,0,0,0,0,0
0.0,-15,0,5905,-15,0,5905,-15,0,6797,-15,0,5905,-15,0,5905,-15,0,5095,-15,0,5095,-14,0,5095,0,0,0,0,0,0
0.0,-25,0,15579,-20,0,11743,-21,0,14088,-20,0,11058,-21,0,12345,-20,0,10021,-20,0,11266,-19,0,10021,0,0,0,0,0,0
0.0,-28,0,40335,-11,0,27190,-11,0,29248,-6,0,16678,-7,0,19689,-6,0,11895,-7,0,13540,-6,0,7842,0,0,0,0,0,0
1.0,5,1,17084,5,1,20461,-5,1,15098,13,1,30553,8,1,20798,13,1,30553,10,1,23518,18,1,34757,0,0,0,0,0,0
1.0,20,1,24140,20,1,30860,13,1,24679,24,1,40657,21,1,30664,24,1,42461,21,1,35175,21,1,43352,0,0,0,0,0,0
0.0,-23,1,5527,-18,1,7323,-22,1,4650,-7,1,7946,-13,1,6934,-13,1,8702,-14,1,7652,-7,1,10835,0,0,0,0,0,0
1.0,-6,1,6457,1,1,13111,0,1,10451,5,1,16146,4,1,11673,12,1,19222,6,1,16146,12,1,20225,0,0,0,0,0,0
1.0,0,1,10623,1,1,12059,0,1,8616,-1,1,10623,-2,1,7801,9,1,12919,5,1,9476,9,1,13682,0,0,0,0,0,0
0.0,-12,0,6280,-12,0,5651,-16,0,6381,-16,0,5255,-18,0,9700,-22,0,8238,-22,0,9304,-22,0,8456,0,0,0,0,0,0
1.0,19,1,22300,19,1,24412,18,1,20857,19,1,22731,13,1,20857,20,1,21493,16,1,19820,11,1,22266,0,0,0,0,0,0
1.0,16,1,28421,20,1,33315,9,1,25302,20,1,35471,11,1,30884,20,1,36498,13,1,33040,20,1,37756,0,0,0,0,0,0
0.0,-41,0,30066,-40,0,26255,-40,0,28145,-39,0,26355,-39,0,27796,-35,0,27095,-38,0,29174,-34,0,28473,0,0,0,0,0,0
1.0,4,1,15361,7,1,21071,4,1,16858,7,1,21071,6,1,17346,12,1,25465,12,1,20241,12,1,25668,0,0,0,0,0,0
0.0,-41,0,49926,-41,0,38296,-32,0,40150,-31,0,29241,-32,0,32593,-31,0,25315,-33,0,28099,-31,0,23134,0,0,0,0,0,0
1.0,8,1,1494,11,1,6167,6,1,4967,9,1,8362,8,1,7162,9,1,8362,6,1,7393,14,1,10632,0,0,0,0,0,0
0.0,-17,0,8696,-16,0,6563,-17,0,7652,-8,0,5003,-11,0,6090,-10,0,3286,-11,0,4248,-10,0,2820,0,0,0,0,0,0
